player,birth_state
Logan Vander,Wisconsin
Lonnie Shelton,California
Lonny Baxter,Maryland
Loren Meyer,Iowa
Loren Woods,Missouri
Lorenzen Wright,New Jersey
Lorenzo Brown,Georgia
Lorenzo Charles,New York
Lorenzo Romar,California
Lorenzo Williams,Florida
Lou Amundson,California
Lou Hudson,North Carolina
Lou Roe,New Jersey
Lou Tsioropoulos,Massachusetts
Lou Williams,Florida
Louie Dampier*,Indiana
Louie Nelson,California
Louis Orr,Ohio
Lowes Moore,South Carolina
Loy Vaught,Michigan
Luc Longley,Australia
Lucas Nogueira,Brazil
Lucious Harris,California
Lucius Allen,Kansas
Luigi Datome,Italy
Luis Flores,Dominican Republic
Luis Montero,Dominican Republic
Luis Scola,Argentina
Luke Babbitt,Ohio
Luke Harangody,Illinois
Luke Jackson,Texas
Luke Ridnour,Idaho
Luke Schenscher,Australia
Luke Walton,California
Luke Witte,Pennsylvania
Luke Zeller,Iowa
Luol Deng,South Sudan
Luther Green,New York
Luther Head,Illinois
Luther Rackley,Georgia
Luther Wright,New Jersey
Lynn Greer,Pennsylvania
Maalik Wayns,Pennsylvania
Mac Otten,Ohio
Maceo Baston,Texas
Maciej Lampe,Poland
Mack Calvin,Texas
Magic Johnson*,Louisiana
Mahmoud Abdul-Rauf,Delaware
Major Jones,Arkansas
Makhtar N'Diaye,Senegal
Malachi Richardson,New Jersey
Malcolm Brogdon,Georgia
Malcolm Delaney,Maryland
Malcolm Lee,California
Malcolm Mackey,Tennessee
Malcolm Thomas,Missouri
Malik Allen,New Jersey
Malik Beasley,Georgia
Malik Hairston,Michigan
Malik Rose,Pennsylvania
Malik Sealy,New York
Mamadou N'Diaye,Senegal
Manny Harris,Michigan
Manny Leaks,Ohio
Manu Ginobili,Argentina
Manute Bol,South Sudan
Marc Gasol,Spain
Marc Iavaroni,New York
Marc Jackson,New York
Marcelo Huertas,Brazil
Marcin Gortat,Poland
Marco Belinelli,Italy
Marcus Banks,Nevada
Marcus Brown,Arkansas
Marcus Camby,Connecticut
Marcus Cousin,Maryland
Marcus Fizer,Michigan
Marcus Georges-Hunt,Florida
Marcus Haislip,Tennessee
Marcus Landry,Wisconsin
Marcus Liberty,Illinois
Marcus Smart,Texas
Marcus Thornton,Louisiana
Marcus Webb,Alabama
Marcus Williams,Mississippi
Mardy Collins,Pennsylvania
Mario Bennett,Texas
Mario Chalmers,Alaska
Mario Elie,New York
Mario Hezonja,Croatia
Mario Kasun,Croatia
Mario West,Virginia
Mark Acres,California
Mark Aguirre,Illinois
Mark Alarie,Arizona
Mark Blount,New York
Mark Bradtke,Australia
Mark Bryant,New Jersey
Mark Crow,California
Mark Davis,Virginia
Mark Eaton,California
Mark Hendrickson,Washington
Mark Jackson,New York
Mark Jones,Arkansas
Mark Landsberger,North Dakota
Mark Macon,Michigan
Mark Madsen,California
Mark McNamara,California
Mark Olberding,Minnesota
Mark Pope,Nebraska
Mark Price,Oklahoma
Mark Radford,Washington
Mark Randall,Minnesota
Mark Strickland,Georgia
Mark Wade,California
Mark West,Virginia
Mark Workman,West Virginia
Markel Brown,Arkansas
Marko Jaric,Serbia
Marko Milic,Slovenia
Marlon Garnett,California
Marlon Maxey,Illinois
Marlon Redmond,California
Marques Bragg,New Jersey
Marques Johnson,Louisiana
Marquese Chriss,California
Marquis Daniels,Florida
Marquis Teague,Indiana
Marreese Speights,Florida
Marshall Hawkins,West Virginia
Marshall Plumlee,Indiana
Marshall Rogers,Missouri
MarShon Brooks,New Jersey
Martell Webster,Maryland
Martin Lewis,Kansas
Martin Muursepp,Estonia
Martin Nessley,Ohio
Marty Byrnes,New York
Marty Conlon,New York
Martynas Andriuskevicius,Lithuania
Marv Roberts,New York
Marvin Barnes,Rhode Island
Marvin Webster,Maryland
Marvin Williams,Mississippi
Mason Plumlee,Indiana
Mateen Cleaves,Michigan
Matt Barnes,Rhode Island
Matt Bonner,New Hampshire
Matt Bullard,Iowa
Matt Carroll,Pennsylvania
Matt Fish,Iowa
Matt Freije,Kansas
Matt Geiger,Massachusetts
Matt Harpring,Ohio
Matt Maloney,Maryland
Matt Mazza,New York
Matt Othick,New Mexico
Matt Steigenga,Michigan
Matt Walsh,Pennsylvania
Matt Wenstrom,Minnesota
Matthew Dellavedova,Australia
Maurice Ager,Michigan
Maurice Baker,Illinois
Maurice Carter,Mississippi
Maurice Cheeks,Illinois
Maurice Evans,Kansas
Maurice Harkless,New York
Maurice Lucas,Pennsylvania
Maurice Martin,New York
Maurice Ndour,Senegal
Maurice Stokes*,Pennsylvania
Maurice Taylor,Michigan
Max Zaslofsky,New York
McCoy McLemore,Texas
McKinley Singleton,Tennessee
Med Park,South Dakota
Mehmet Okur,Turkey
Mel Bennett,Pennsylvania
Mel Counts,Oregon
Mel Daniels*,Michigan
Mel Davis,New York
Mel Gibson,North Carolina
Mel Hutchins,California
Mel McCants,Illinois
Mel Peterson,Minnesota
Melvin Booker,Mississippi
Melvin Ely,Illinois
Melvin Newbern,Ohio
Melvin Sanders,Kansas
Melvin Turpin,Kentucky
Mengke Bateer,China
Meyers Leonard,Virginia
Michael Adams,Connecticut
Michael Anderson,Pennsylvania
Michael Ansley,Alabama
Michael Beasley,Maryland
Michael Bradley,Massachusetts
Michael Brooks,Pennsylvania
Michael Cage,Arkansas
Michael Carter-Williams,Massachusetts
Michael Cooper,California
Michael Curry,Alabama
Michael Dickerson,South Carolina
Michael Doleac,Texas
Michael Finley,Illinois
Michael Gbinije,Connecticut
Michael Hawkins,Ohio
Michael Jackson,District of Columbia
Michael Jordan*,New York
Michael Kidd-Gilchrist,Pennsylvania
Michael McDonald,Texas
Michael Olowokandi,Nigeria
Michael Phelps,Mississippi
Michael Redd,Ohio
Michael Ruffin,Colorado
Michael Smith,New York
Michael Stewart,France
Michael Wiley,California
Michael Wilson,Tennessee
Michael Young,Texas
Micheal Williams,Washington
Mickael Gelabale,Guadeloupe
Mickael Pietrus,Guadeloupe
Mickell Gladness,Alabama
Mickey Davis,New York
Mickey Dillard,Florida
Mickey Johnson,Illinois
Mike Bantom,Pennsylvania
Mike Barr,Ohio
Mike Batiste,California
Mike Bibby,New Jersey
Mike Bratz,California
Mike Brittain,Florida
Mike Brown,New Jersey
Mike Champion,Washington
Mike Conley,Arkansas
Mike D'Antoni,West Virginia
Mike Davis,New York
Mike Dunleavy,New York
Mike Evans,North Carolina
Mike Farmer,Oklahoma
Mike Flynn,Morocco
Mike Gale,Pennsylvania
Mike Gibson,South Carolina
Mike Glenn,Georgia
Mike Gminski,Connecticut
Mike Green,Mississippi
Mike Hall,Illinois
Mike Harper,Illinois
Mike Harris,Texas
Mike Higgins,Nebraska
Mike Holton,Washington
Mike Iuzzolino,Pennsylvania
Mike James,New York
Mike Kearns,New Jersey
Mike Lynn,California
Mike McGee,Texas
Mike Miller,South Dakota
Mike Mitchell,Georgia
Mike Morrison,District of Columbia
Mike Muscala,Minnesota
Mike Newlin,Oregon
Mike Niles,California
Mike Novak,Illinois
Mike O'Koren,New Jersey
Mike Penberthy,California
Mike Peplowski,Michigan
Mike Price,Kentucky
Mike Ratliff,Mississippi
Mike Riordan,New York
Mike Sanders,Louisiana
Mike Scott,Virginia
Mike Silliman,Kentucky
Mike Smith,New York
Mike Smrek,Canada
Mike Sojourner,Pennsylvania
Mike Sweetney,Maryland
Mike Taylor,Illinois
Mike Tobey,New York
Mike Wilks,Wisconsin
Mike Williams,Washington
Mike Woodson,Indiana
Mikki Moore,South Carolina
Mile Ilic,Bosnia and Herzegovina
Miles Plumlee,Indiana
Miles Simon,Sweden
Milos Babic,Serbia
Milt Palacio,California
Milt Wagner,New Jersey
Milt Williams,Washington
Mindaugas Kuzminskas,Lithuania
Miroslav Raduljica,Serbia
Mirsad Turkcan,Serbia
Mirza Teletovic,Bosnia and Herzegovina
Mitch Kupchak,New York
Mitch McGary,Indiana
Mitch Richmond*,Florida
Mitchell Butler,Tennessee
Mitchell Wiggins,North Carolina
Mo Howard,Pennsylvania
Mo Layton,New Jersey
Mo Williams,Virginia
Monk Meineke,Ohio
Monta Ellis,Mississippi
Monte Towe,Indiana
Monti Davis,Ohio
Montrezl Harrell,North Carolina
Monty Williams,Virginia
Moochie Norris,District of Columbia
Mookie Blaylock,Texas
Morlon Wiley,Louisiana
Morris Almond,Georgia
Morris Peterson,Michigan
Moses Malone*,Virginia
Muggsy Bogues,Maryland
Murray Wier,Iowa
Mustafa Shakur,Pennsylvania
Mychal Thompson,Bahamas
Mychel Thompson,Bahamas
Myles Patrick,Georgia
Myles Turner,Texas
Myron Brown,Pennsylvania
Myron Jackson,Arkansas
Nat Clifton*,Arkansas
Nate Blackwell,Pennsylvania
Nate Bowman,Texas
Nate Driggers,Illinois
Nate Hawthorne,Illinois
Nate Huffman,Michigan
Nate Johnston,Alabama
Nate McMillan,North Carolina
Nate Robinson,Washington
Nate Thurmond*,Ohio
Nate Williams,Louisiana
Nate Wolters,Minnesota
Nathan Jawai,Australia
Nazr Mohammed,Illinois
Ndudi Ebi,United Kingdom
Neal Walk,Ohio
Negele Knight,Michigan
Neil Johnson,Ohio
Neil Johnston*,Ohio
Nelson Bobb,Pennsylvania
Nemanja Bjelica,Serbia
Nemanja Nedovic,Serbia
Nenad Krstic,Serbia
Nene Hilario,Brazil
Nerlens Noel,Massachusetts
Nick Anderson,Illinois
Nick Calathes,Florida
Nick Collison,Iowa
Nick Fazekas,Colorado
Nick Johnson,Arizona
Nick Vanos,California
Nick Weatherspoon,Mississippi
Nick Young,California
Nicolas Batum,France
Nicolas Brussino,Argentina
Nicolas Laprovittola,Argentina
Nik Stauskas,Canada
Nikita Wilson,Louisiana
Nikola Jokic,Serbia
Nikola Mirotic,Montenegro
Nikola Pekovic,Montenegro
Nikola Vucevic,Switzerland
Nikoloz Tskitishvili,Georgia
Noah Vonleh,Massachusetts
Noel Felix,California
Nolan Smith,Kentucky
Norm Cook,Illinois
Norm Grekin,Pennsylvania
Norm Nixon,Georgia
Norm Richardson,New York
Norm Stewart,Missouri
Norm Swanson,Illinois
Norman Black,Maryland
Norman Powell,California
Norris Cole,Ohio
Norris Coleman,Florida
Norton Barnhill,North Carolina
Obinna Ekezie,Nigeria
Ognjen Kuzmic,Bosnia and Herzegovina
Okaro White,Florida
Olden Polynice,Haiti
Oleksiy Pecherov,Ukraine
Oliver Lafayette,Louisiana
Oliver Miller,Texas
Oliver Robinson,Alabama
Ollie Johnson,Pennsylvania
Ollie Mack,New York
Olumide Oyedeji,Nigeria
Omar Cook,New York
Omer Asik,Turkey
Omri Casspi,Israel
Orien Greene,Florida
Orlando Graham,Alabama
Orlando Johnson,California
Orlando Woolridge,Louisiana
Oscar Robertson*,Tennessee
Oscar Torres,Venezuela
Othell Wilson,Virginia
Othella Harrington,Mississippi
Othello Hunter,North Carolina
Othyus Jeffers,Illinois
Otis Birdsong,Florida
Otis Howard,Tennessee
Otis Smith,Florida
Otis Thorpe,Florida
Otto Moore,Florida
Otto Porter,Missouri
Owen Wells,Rhode Island
Ozell Jones,California
Pablo Prigioni,Argentina
Pace Mannion,Utah
Pape Sow,Senegal
Pape Sy,France
Pascal Siakam,Cameroon
Pat Burke,Ireland
Pat Connaughton,Massachusetts
Pat Cummings,Pennsylvania
Pat Durham,Texas
Pat Garrity,Nevada
Pat Riley*,New York
Patricio Garino,Argentina
Patrick Beverley,Illinois
Patrick Christopher,California
Patrick Eddie,Wisconsin
Patrick Ewing,Jamaica
Patrick Ewing*,Jamaica
Patrick McCaw,Missouri
Patrick O'Bryant,Iowa
Patrick Patterson,District of Columbia
Patty Mills,Louisiana
Pau Gasol,Spain
Paul Arizin*,Pennsylvania
Paul Davis,Michigan
Paul Dawkins,Michigan
Paul George,California
Paul Graham,Pennsylvania
Paul Grant,Pennsylvania
Paul Griffin,Michigan
Paul Long,Kentucky
Paul McCracken,New York
Paul McPherson,Illinois
Paul Millsap,Louisiana
Paul Mokeski,Washington
Paul Noel,Kentucky
Paul Pierce,California
Paul Pressey,Virginia
Paul Ruffner,California
Paul Seymour,Ohio
Paul Shirley,Kansas
Paul Silas,Arkansas
Paul Thompson,Tennessee
Paul Walther,Kentucky
Paul Westphal,California
Paul Zipser,Germany
Pavel Podkolzin,Russia
Pearl Washington,New York
Peja Stojakovic,Croatia
Pepe Sanchez,Argentina
Pero Antic,FYR Macedonia
Perry Jones,Louisiana
Perry Moss,Arizona
Perry Warbington,Georgia
Perry Young,Maryland
Pervis Ellison,Georgia
Pete Brennan,New York
Pete Chilcutt,South Carolina
Pete Maravich*,Pennsylvania
Pete Myers,Alabama
Pete Verhoeven,California
Pete Williams,California
Peter Aluma,Nigeria
Peter Thibeaux,California
Petur Gudmundsson,Iceland
Peyton Siva,Washington
Phil Bond,Kentucky
Phil Chenier,California
Phil Ford,North Carolina
Phil Hankinson,Georgia
Phil Hicks,Illinois
Phil Hubbard,Ohio
Phil Jackson*,Montana
Phil Jordon,California
Phil Lumpkin,Ohio
Phil Pressey,Texas
Phil Rollins,Kentucky
Phil Sellers,New York
Phil Smith,California
Phil Walker,Pennsylvania
Phil Zevenbergen,Washington
Pickles Kennedy,Pennsylvania
Pierre Jackson,Nevada
Pooh Richardson,Pennsylvania
Popeye Jones,Tennessee
Pops Mensah-Bonsu,United Kingdom
Predrag Drobnjak,Montenegro
Predrag Savovic,Croatia
Price Brookfield,Texas
Priest Lauderdale,Illinois
Primoz Brezec,Slovenia
Purvis Short,Mississippi
Quentin Richardson,Illinois
Quincy Acy,Texas
Quincy Douby,New York
Quincy Lewis,Arkansas
Quincy Miller,Illinois
Quincy Pondexter,California
Quinn Buckner,Illinois
Quinn Cook,District of Columbia
Quintin Dailey,Maryland
Quinton Ross,Texas
Qyntel Woods,Tennessee
Radisav Curcic,Serbia
Raef LaFrentz,Iowa
Rafael Addison,New Jersey
Rafael Araujo,Brazil
Rafer Alston,New York
Raja Bell,U.S. Virgin Islands
Rajon Rondo,Kentucky
Rakeem Christmas,New Jersey
Ralph Beard,Kentucky
Ralph Davis,Kentucky
Ralph Drollinger,California
Ralph Jackson,California
Ralph Lewis,Pennsylvania
Ralph O'Brien,Kentucky
Ralph Sampson*,Virginia
Ralph Simpson,Michigan
Ramon Rivas,Puerto Rico
Ramon Sessions,South Carolina
Randell Jackson,California
Randolph Childress,District of Columbia
Randolph Keys,Mississippi
Randolph Morris,Texas
Randy Allen,Florida
Randy Breuer,Minnesota
Randy Brown,Georgia
Randy Denton,North Carolina
Randy Foye,New Jersey
Randy Holcomb,Illinois
Randy Livingston,Louisiana
Randy Smith,New York
Randy White,Louisiana
Randy Wittman,Indiana
Randy Woods,Pennsylvania
Rashad McCants,North Carolina
Rashad Vaughn,Minnesota
Rashard Lewis,Pennsylvania
Rasheed Wallace,Pennsylvania
Rasho Nesterovic,Slovenia
Rastko Cvetkovic,Serbia
Rasual Butler,Pennsylvania
Ratko Varda,Bosnia and Herzegovina
Raul Lopez,Spain
Raul Neto,Brazil
Rawle Marshall,Guyana
Ray Allen,Florida
Ray Blume,Georgia
Ray Ellefson,South Dakota
Ray Epps,Virginia
Ray Felix,New York
Ray Lumpp,New York
Ray McCallum,Wisconsin
Ray Owes,California
Ray Scott,Pennsylvania
Ray Tolbert,Indiana
Ray Williams,New York
Raymond Brown,Georgia
Raymond Felton,South Carolina
Raymond Townsend,California
Red Holzman*,New York
Red Kerr,Illinois
Red Rocha,Hawaii
Reece Gaines,Wisconsin
Reggie Bullock,Maryland
Reggie Carter,New York
Reggie Evans,Florida
Reggie Geary,New Jersey
Reggie Hanson,North Carolina
Reggie Jackson,Italy
Reggie Johnson,Georgia
Reggie Jordan,Illinois
Reggie King,Alabama
Reggie Lewis,Maryland
Reggie Miller*,California
Reggie Slater,Texas
Reggie Smith,California
Reggie Theus,California
Reggie Williams,Maryland
Renaldo Balkman,New York
Renaldo Major,Illinois
Rex Chapman,Kentucky
Rex Morgan,Illinois
Rex Walters,Nebraska
Rich Jones,Tennessee
Rich Kelley,California
Rich King,Nebraska
Rich Laurel,Pennsylvania
Rich Manning,Washington
Rich Niemann,Missouri
Rich Yonakor,Ohio
Richard Anderson,California
Richard Coffey,North Carolina
Richard Hamilton,Pennsylvania
Richard Jefferson,California
Richard Morton,California
Richard Petruska,Slovakia
Richard Rellford,Florida
Richard Washington,Oregon
Richaun Holmes,Illinois
Richie Frahm,Washington
Richie Guerin*,New York
Richie Niemiera,Illinois
Richie Regan,New Jersey
Rick Adelman,California
Rick Barry*,New Jersey
Rick Brunson,New York
Rick Calloway,Ohio
Rick Carlisle,New York
Rick Fox,Canada
Rick Hughes,Illinois
Rick Mahorn,Connecticut
Rick Roberson,Tennessee
Rick Robey,Florida
Rick Wilson,Kentucky
Rickey Brown,Mississippi
Rickey Green,Illinois
Rickey Williams,New York
Rickie Winslow,Texas
Ricky Berry,Michigan
Ricky Blanton,Florida
Ricky Davis,Nevada
Ricky Grace,Texas
Ricky Ledo,Rhode Island
Ricky Marsh,New York
Ricky Pierce,Texas
Ricky Rubio,Spain
Ricky Sobers,New York
Ricky Wilson,Kentucky
Rik Smits,Netherlands
Rob Kurz,Pennsylvania
Rob Lock,California
Rob Rose,New York
Rob Williams,West Virginia
Robbie Hummel,Indiana
Robert Archibald,United Kingdom
Robert Churchwell,Indiana
Robert Covington,Illinois
Robert Hawkins,Michigan
Robert Hite,Ohio
Robert Horry,Alabama
Robert Pack,Louisiana
Robert Parish*,Louisiana
Robert Reid,Georgia
Robert Sacre,Louisiana
Robert Smith,California
Robert Swift,California
Robert Traylor,Michigan
Robert Werdann,New York
Robert Whaley,Michigan
Robin Jones,Missouri
Robin Lopez,California
Rock Lee,Massachusetts
Rod Derline,Washington
Rod Foster,Alabama
Rod Higgins,Louisiana
Rod Strickland,Florida
Rod Thorn,West Virginia
Rodney Buford,Wisconsin
Rodney Carney,Tennessee
Rodney Hood,Mississippi
Rodney McCray,New York
Rodney McGruder,Maryland
Rodney Monroe,Maryland
Rodney Rogers,North Carolina
Rodney Stuckey,Washington
Rodney White,Alabama
Rodrick Rhodes,New Jersey
Rodrigue Beaubois,Guadeloupe
Roger Brown,New York
Roger Burkman,Indiana
Roger Mason,District of Columbia
Roger Phegley,Illinois
Roger Powell,Illinois
Roger Strickland,Florida
Roko Ukic,Croatia
Rolando Blackman,Panama
Rolando Ferreira,Brazil
Rollie Seltz,Minnesota
Ron Anderson,Illinois
Ron Baker,Kansas
Ron Behagen,New York
Ron Bonham,Indiana
Ron Boone,Oklahoma
Ron Brewer,Arkansas
Ron Carter,Pennsylvania
Ron Cavenall,Texas
Ron Crevier,Canada
Ron Davis,Arizona
Ron Grandison,California
Ron Harper,Ohio
Ron Horn,Indiana
Ron Lee,Massachusetts
Ron Mercer,Tennessee
Ron Moore,New York
Ron Reed,Indiana
Ron Riley,California
Ron Rowan,Pennsylvania
Ron Shavlik,Colorado
Ron Sobie,Illinois
Ron Williams,West Virginia
Ronald Dupree,Mississippi
Ronald Murray,Pennsylvania
Rondae Hollis-Jefferson,Pennsylvania
Ronnie Brewer,Arkansas
Ronnie Lester,Mississippi
Ronnie Murphy,Delaware
Ronnie Price,Texas
Ronnie Valentine,Virginia
Ronny Turiaf,Martinique
Rony Seikaly,Lebanon
Rory Sparrow,Virginia
Rory White,Alabama
Roshown McLeod,New Jersey
Rowland Garrett,Mississippi
Roy Hamilton,California
Roy Hibbert,New York
Roy Hinson,New Jersey
Roy Marble,Michigan
Roy Rogers,North Carolina
Roy Tarpley,New York
Royal Ivey,New York
Royce White,Alabama
Ruben Boumtje-Boumtje,Cameroon
Ruben Garces,Panama
Ruben Nembhard,New York
Ruben Patterson,Ohio
Ruben Wolkowyski,Argentina
Rudy Fernandez,Spain
Rudy Gay,New York
Rudy Gobert,France
Rudy Hackett,New York
Rudy LaRusso,New York
Rudy Macklin,Kentucky
Rudy Tomjanovich,Michigan
Rudy White,New Mexico
Rumeal Robinson,Jamaica
Russ Lee,Massachusetts
Russ Schoene,Illinois
Russ Smith,New York
Russell Cross,Illinois
Russell Westbrook,California
Rusty LaRue,North Carolina
Ryan Anderson,California
Ryan Bowen,Iowa
Ryan Gomes,Connecticut
Ryan Hollins,California
Ryan Humphrey,Oklahoma
Ryan Kelly,New York
Ryan Lorthridge,Tennessee
Ryan Reid,Florida
Ryan Robertson,Oklahoma
Ryan Stack,Tennessee
Salah Mejri,Tunisia
Salim Stoudamire,Oregon
Sam Bowie,Pennsylvania
Sam Cassell,Maryland
Sam Dekker,Wisconsin
Sam Jacobson,Minnesota
Sam Jones*,North Carolina
Sam Lacey,Mississippi
Sam Mack,Illinois
Sam Mitchell,Georgia
Sam Pellom,North Carolina
Sam Perkins,New York
Sam Ranzino,Indiana
Sam Smith,Kentucky
Sam Stith,Virginia
Sam Vincent,Michigan
Sam Worthen,New York
Sam Young,District of Columbia
Samaki Walker,Ohio
Samardo Samuels,Jamaica
Samuel Dalembert,Haiti
Sarunas Jasikevicius,Lithuania
Sarunas Marciulionis*,Lithuania
Sasha Danilovic,Bosnia and Herzegovina
Sasha Kaun,Russia
Sasha Vujacic,Slovenia
Scooter McCray,New York
Scot Pollard,Utah
Scott Brooks,California
Scott Burrell,Connecticut
Scott English,Illinois
Scott Haffner,Indiana
Scott Haskin,California
Scott Hastings,Kansas
Scott Lloyd,Illinois
Scott Machado,New York
Scott May,Ohio
Scott Meents,Illinois
Scott Padgett,Kentucky
Scott Roth,Ohio
Scott Sims,Missouri
Scott Skiles,Indiana
Scott Wedman,Kansas
Scott Williams,California
Scottie Pippen*,Arkansas
Scotty Hopson,Kentucky
Sean Colson,Pennsylvania
Sean Elliott,Arizona
Sean Green,California
Sean Higgins,California
Sean Kilpatrick,New York
Sean Lampley,Illinois
Sean Marks,New Zealand
Sean May,Illinois
Sean Rooks,New York
Sean Singletary,Pennsylvania
Sean Williams,Texas
Sebastian Telfair,New York
Sedale Threatt,Georgia
Sedric Toney,Mississippi
Semaj Christon,Ohio
Semih Erden,Turkey
Serge Ibaka,Republic of the Congo
Sergei Bazarevich,Russia
Sergei Monia,Russia
Sergey Karasev,Russia
Sergio Rodriguez,Spain
Seth Curry,North Carolina
Shabazz Muhammad,California
Shabazz Napier,Massachusetts
Shaler Halimon,Florida
Shammond Williams,New York
Shandon Anderson,Georgia
Shane Battier,Michigan
Shane Edwards,California
Shane Heal,Australia
Shane Larkin,Ohio
Shannon Brown,Illinois
Shaquille O'Neal*,New Jersey
Shareef Abdur-Rahim,Georgia
Sharone Wright,Georgia
Sharrod Ford,Louisiana
Shaun Livingston,Illinois
Shavlik Randolph,North Carolina
Shawn Bradley,Germany
Shawn Kemp,Indiana
Shawn Long,Louisiana
Shawn Marion,Illinois
Shawn Respert,Michigan
Shawne Williams,New York
Shawnelle Scott,New York
Shayne Whittington,Michigan
Shea Seals,Oklahoma
Shelden Williams,New York
Sheldon McClellan,Texas
Shelton Jones,New York
Shelvin Mack,Kentucky
Sherell Ford,Louisiana
Sherman Douglas,District of Columbia
Sherron Collins,Illinois
Si Green,New York
Sidney Green,New York
Sidney Lowe,District of Columbia
Sidney Moncrief,Arkansas
Sidney Wicks,California
Sim Bhullar,Canada
Skal Labissiere,Haiti
Skeeter Henry,Texas
Slater Martin*,Texas
Slavko Vranes,Serbia
Sleepy Floyd,North Carolina
Slick Leonard*,Indiana
Slick Watts,Mississippi
Sly Williams,Connecticut
Smush Parker,New York
Solomon Alabi,Nigeria
Solomon Hill,California
Solomon Jones,Florida
Sonny Dove,New York
Sonny Hertzberg,New York
Sonny Parker,Illinois
Sonny Weems,Arkansas
Soumaila Samake,Mali
Speedy Claxton,New York
Spencer Dinwiddie,California
Spencer Hawes,Washington
Spencer Haywood*,Mississippi
Spud Webb,Texas
Stacey Augmon,California
Stacey King,Oklahoma
Stan Kimbrough,Alabama
Stan Love,California
Stan McKenzie,Florida
Stan Pietkiewicz,Alabama
Stan Washington,District of Columbia
Stanislav Medvedenko,Ukraine
Stanley Brundy,Louisiana
Stanley Jackson,Alabama
Stanley Johnson,Pennsylvania
Stanley Roberts,South Carolina
Stefano Rusconi,Italy
Steffond Johnson,Pennsylvania
Stephane Lasme,Gabon
Stephen Curry,Ohio
Stephen Graham,Delaware
Stephen Howard,Texas
Stephen Jackson,Alabama
Stephen Thompson,California
Stephen Zimmerman,Tennessee
Stephon Marbury,New York
Steve Alford,Indiana
Steve Bardo,Kentucky
Steve Blake,Florida
Steve Bracey,New York
Steve Bucknall,United Kingdom
Steve Burtt,New York
Steve Colter,Arizona
Steve Downing,Indiana
Steve Francis,Maryland
Steve Goodrich,Pennsylvania
Steve Green,Wisconsin
Steve Hamer,Tennessee
Steve Hamilton,Kentucky
Steve Harris,Missouri
Steve Hawes,Washington
Steve Hayes,Idaho
Steve Henson,Kansas
Steve Johnson,Pennsylvania
Steve Jones,Louisiana
Steve Kerr,Lebanon
Steve Kuberski,Illinois
Steve Lingenfelter,Wisconsin
Steve Malovic,Ohio
Steve Mix,Ohio
Steve Nash,South Africa
Steve Novak,Illinois
Steve Patterson,California
Steve Scheffler,Michigan
Steve Sheppard,New York
Steve Smith,Michigan
Steve Stipanovich,Missouri
Steven Adams,New Zealand
Steven Hill,Kansas
Steven Hunter,Illinois
Steven Smith,Michigan
Stevin Smith,Michigan
Stewart Granger,Canada
Stojko Vrankovic,Croatia
Stromile Swift,Louisiana
Stu Lantz,Pennsylvania
Stuart Gray,Panama
Sun Yue,China
Sundiata Gaines,New York
Swen Nater,Netherlands
Sylvester Gray,Tennessee
Sylvester Norris,Mississippi
Taj Gibson,New York
Tal Skinner,Maryland
Tamar Slay,West Virginia
Tang Hamilton,Mississippi
Tarence Kinsey,Florida
Tarik Black,Tennessee
Tariq Abdul-Wahad,France
Tate Armstrong,Georgia
Tate George,New Jersey
Taurean Green,Florida
Taylor Griffin,Oklahoma
Tayshaun Prince,California
Ted McClain,Tennessee
Tellis Frank,Indiana
Terence Morris,Maryland
Terence Stansbury,Delaware
Terrance Roberson,Michigan
Terrel Harris,Texas
Terrell Brandon,Oregon
Terrence Jones,Oregon
Terrence Rencher,New York
Terrence Ross,Oregon
Terrence Williams,Washington
Terry Catledge,Mississippi
Terry Crosby,Ohio
Terry Cummings,Illinois
Terry Davis,Virginia
Terry Dehere,New York
Terry Dischinger,Indiana
Terry Dozier,Maryland
Terry Driscoll,Massachusetts
Terry Duerod,Michigan
Terry Furlow,Michigan
Terry Mills,Michigan
Terry Porter,Wisconsin
Terry Rozier,Ohio
Terry Teagle,Texas
Terry Thomas,Michigan
Terry Tyler,Michigan
Tex Ritter,Kentucky
Thabo Sefolosha,Switzerland
Thaddeus Young,Louisiana
Thales McReynolds,Alabama
Thanasis Antetokounmpo,Greece
Tharon Mayes,Connecticut
Theo Ratliff,Alabama
Theron Smith,Florida
Thomas Gardner,Oregon
Thomas Hamilton,Illinois
Thomas Jordan,Maryland
Thomas Robinson,District of Columbia
Thurl Bailey,District of Columbia
Tiago Splitter,Brazil
Tibor Pleiss,Germany
Ticky Burden,Florida
Tierre Brown,Louisiana
Tim Bassett,District of Columbia
Tim Breaux,Louisiana
Tim Duncan,U.S. Virgin Islands
Tim Frazier,Texas
Tim Hardaway,Illinois
Tim James,Florida
Tim Kempton,New York
Tim Legler,District of Columbia
Tim McCormick,Michigan
Tim Ohlbrecht,Germany
Tim Perry,New Jersey
Tim Quarterman,Georgia
Tim Thomas,New Jersey
Tim Young,California
Timofey Mozgov,Russia
Timothe Luwawu-Cabarrot,France
Tiny Archibald*,New York
Tito Horford,Dominican Republic
Tito Maddox,California
Tobias Harris,Louisiana
Toby Bailey,California
Toby Kimball,Massachusetts
Toby Knight,New York
Tod Murphy,California
Todd Day,Illinois
Todd Fuller,Michigan
Todd Lichti,California
Todd MacCulloch,Canada
Todd Mitchell,Ohio
